source_id	title_a	title_b	lang_gloss	date_start	date_end	Bib	Gomilet	Bog	Agiogr	Pov	Litur	Epi	Letop	Hron	Docum
1768	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1769	Гб., Гебд.			1659	1661					+					
1770	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1771	Гражд.об.дет.			17	17					+					
1772	А.Ипат.м., Кс.М.			1659	1660					+					
1773	Бова			17	17					+					
1774	Артакс.действо			1672	1674					+					
1775	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1776	Бхн., Кн.п.Балахн.			15						+					
1777	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1778	Был.			17	8					+					
1779	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1780	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1781	Артакс.действо			1672	1674					+					
1782	Гб., Гебд.			1659	1661					+					
1783	Артакс.действо			1672	1674					+					
1784	Аз.п., Аз.П., Аз.пов.			17	17					+					
1785	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1786	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1787	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1788	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1789	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1790	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1791	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1792	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1793	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1794	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1795	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1796	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1797	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1798	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1799	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1800	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1801	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1802	Гб., Гебд.			1659	1661					+					
1803	Гражд.об.дет.			17	17					+					
1804	Гражд.об.дет.			17	17					+					
1805	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1806	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1807	Артакс.действо			1672	1674					+					
1808	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1809	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1810	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1811	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1812	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1813	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1814	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1815	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1816	Артакс.действо			1672	1674					+					
1817	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1818	Гр.Зерц.			17	17					+					
1819	Аз.п., Аз.П., Аз.пов.			17	17					+					
1820	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1821	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1822	Артакс.действо			1672	1674					+					
1823	Артакс.действо			1672	1674					+					
1824	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1825	Гб., Гебд.			1659	1661					+					
1826	Гб., Гебд.			1659	1661					+					
1827	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1828	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1829	Волог.хрест.			15	8					+					
1830	Волог.хрест.			15	8					+					
1831	Гр.Зерц.			17	17					+					
1832	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1833	Артакс.действо			1672	1674					+					
1834	Аз.п., Аз.П., Аз.пов.			17	17					+					
1835	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1836	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1837	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1838	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1839	Артакс.действо			1672	1674					+					
1840	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1841	Аз.п., Аз.П., Аз.пов.			17	17					+					
1842	Гб., Гебд.			1659	1661					+					
1843	Волог.хрест.			15	8					+					
1844	Важ.порядн.			1618	1676					+					
1845	Гб., Гебд.			1659	1661					+					
1846	Важ.порядн.			1618	1676					+					
1847	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1848	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1849	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1850	Аз.п., Аз.П., Аз.пов.			17	17					+					
1851	Бхн., Кн.п.Балахн.			15						+					
1852	Артакс.действо			1672	1674					+					
1853	Бусл.Мат.			15	16					+					
1854	Аз.п., Аз.П., Аз.пов.			17	17					+					
1855	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1856	Гражд.об.дет.			17	17					+					
1857	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
1858	Волог.хрест.			15	8					+					
1859	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1860	Аз.п., Аз.П., Аз.пов.			17	17					+					
1861	Бхн., Кн.п.Балахн.			15						+					
1862	Аз.п., Аз.П., Аз.пов.			17	17					+					
1863	Бхн., Кн.п.Балахн.			15						+					
1864	Аз.п., Аз.П., Аз.пов.			17	17					+					
1865	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1866	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1867	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1868	Врем.И.Тим., Вр.И.Т., Смутн.врем., c.261–472, Ск. о см.вр., Пам.Смутн.Врем.			17	17					+					
1869	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1870	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1871	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1872	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1873	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1874	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1875	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1876	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1877	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1878	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1879	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1880	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1881	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1882	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1883	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1884	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1885	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1886	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1887	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1888	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1889	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1890	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1891	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1892	Авв.Ж., Ав.Ж.			1672	1675			+	+		+				
1893	Белозер.переп.			1670	1690							+			
1894	Грамотки			1629	1701							+			
1895	Грамотки			1629	1701							+			
1896	Грамотки			1629	1701							+			
1897	Грамотки			1629	1701							+			
1898	Гр.берест.			11	15							+			
1899	Грамотки			1629	1701							+			
1900	Грамотки			1629	1701							+			
1901	Грамотки			1629	1701							+			
1902	Грамотки			1629	1701							+			
1903	Грамотки			1629	1701							+			
1904	Грамотки			1629	1701							+			
1905	Авв.Посл., Ав.Посл.			1664	1681							+			
1906	Грамотки			1629	1701							+			
1907	Грамотки			1629	1701							+			
1908	Грамотки			1629	1701							+			
1909	Грамотки			1629	1701							+			
1910	Грамотки			1629	1701							+			
1911	Грамотки			1629	1701							+			
1912	Грамотки			1629	1701							+			
1913	Грамотки			1629	1701							+			
1914	Грамотки			1629	1701							+			
1915	Грамотки			1629	1701							+			
1916	Грамотки			1629	1701							+			
1917	Грамотки			1629	1701							+			
1918	Грамотки			1629	1701							+			
1919	Грамотки			1629	1701							+			
1920	Грамотки			1629	1701							+			
1921	Грамотки			1629	1701							+			
1922	Грамотки			1629	1701							+			
1923	Грамотки			1629	1701							+			
1924	Грамотки			1629	1701							+			
1925	Грамотки			1629	1701							+			
1926	Геннадий.Посл.Нифонту, Посл.Геннадия еп.Нифонту			1488	1488							+			
1927	Грамотки			1629	1701							+			
1928	Грамотки			1629	1701							+			
1929	Грамотки			1629	1701							+			
1930	Грамотки			1629	1701							+			
1931	Грамотки			1629	1701							+			
1932	Геннадий.Посл.Нифонту, Посл.Геннадия еп.Нифонту			1488	1488							+			
1933	Грамотки			1629	1701							+			
1934	Грамотки			1629	1701							+			
1935	Грамотки			1629	1701							+			
1936	Грамотки			1629	1701							+			
1937	Гр.берест.			11	15							+			
1938	Грамотки			1629	1701							+			
1939	Грамотки			1629	1701							+			
1940	Грамотки			1629	1701							+			
1941	Грамотки			1629	1701							+			
1942	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1943	Воскр.лет.VIII			16	16								+		
1944	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1945	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1946	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1947	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1948	Воскр.лет.VIII			16	16								+		
1949	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1950	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1951	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1952	Воскр.лет.VIII			16	16								+		
1953	Воскр.лет.VIII			16	16								+		
1954	Воскр.лет.VIII			16	16								+		
1955	Воскр.лет.VIII			16	16								+		
1956	Воскр.лет.VIII			16	16								+		
1957	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1958	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1959	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1960	Воскр.лет.VIII			16	16								+		
1961	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1962	Воскр.лет.VIII			16	16								+		
1963	Воскр.лет.VIII			16	16								+		
1964	Воскр.лет.VIII			16	16								+		
1965	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1966	Воскр.лет.VIII			16	16								+		
1967	Воскр.лет.VIII			16	16								+		
1968	Арханг.лет., Лет.Арх., УЛС			16	16								+		
1969	Воскр.лет.VIII			16	16								+		
1970	Булав.восст.			1703	1709					+				+	
1971	Александрия			12	15									+	
1972	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1973	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1974	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1975	Александрия			12	15									+	
1976	Александрия			12	15									+	
1977	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1978	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1979	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1980	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1981	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1982	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1983	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1984	Александрия			12	15									+	
1985	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1986	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1987	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1988	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1989	Александрия			12	15									+	
1990	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1991	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1992	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1993	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1994	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
1995	Александрия			12	15									+	
1996	Александрия			12	15									+	
1997	Александрия			12	15									+	
1998	Александрия			12	15									+	
1999	Александрия			12	15									+	
2000	Арс.Сух.Ст.сп., Ст.Сух.			1649	1651									+	
2001	Александрия			12	15									+	
2002	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2003	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2004	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2005	Александрия			12	15									+	
2006	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2007	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2008	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2009	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2010	Александрия			12	15									+	
2011	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2012	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2013	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2014	Арс.Сух.Ст.сп., Ст.Сух.			1649	1651									+	
2015	Александрия			12	15									+	
2016	Александрия			12	15									+	
2017	Александрия			12	15									+	
2018	Александрия			12	15									+	
2019	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2020	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2021	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2022	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2023	Александрия			12	15									+	
2024	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2025	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2026	Александрия			12	15									+	
2027	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2028	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2029	Александрия			12	15									+	
2030	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2031	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2032	Александрия			12	15									+	
2033	Александрия			12	15									+	
2034	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2035	Александрия			12	15									+	
2036	Александрия			12	15									+	
2037	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2038	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2039	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2040	Александрия			12	15									+	
2041	Александрия			12	15									+	
2042	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2043	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2044	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2045	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2046	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2047	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2048	Александрия			12	15									+	
2049	Александрия			12	15									+	
2050	Александрия			12	15									+	
2051	Александрия			12	15									+	
2052	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2053	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2054	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2055	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2056	Александрия			12	15									+	
2057	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2058	Александрия			12	15									+	
2059	Александрия			12	15									+	
2060	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2061	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2062	Александрия			12	15									+	
2063	Александрия			12	15									+	
2064	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2065	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2066	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2067	Арс.Сух., Арс.Сух.Проскинитарий			1649	1653									+	
2068	Александрия			12	15									+	
2069	Александрия			12	15									+	
2070	Арх.Он., Арх.Онеж.Кр.м-ря, А.О.			1195	1195										+
2071	АЮБ II			13	17										+
2072	АИ II			1598	1613										+
2073	АИ 12, ДАИ XII			1684	1699										+
2074	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2075	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2076	АСВР I, АСЭИ I			14	16										+
2077	Гр.Крут.еп.			1662	1713										+
2078	Ворон.п.кн., Врн.П.			1615	1615										+
2079	Гр.Крут.еп.			1662	1713										+
2080	АИ IV			1645	1676										+
2081	В.чел.Ник.Пустосв.			1658	1665										+
2082	АИ IV			1645	1676										+
2083	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2084	АИ 12, ДАИ XII			1684	1699										+
2085	АЮБ I			13	17										+
2086	АЮБ I			13	17										+
2087	АИ 12, ДАИ XII			1684	1699										+
2088	АЮБ II			13	17										+
2089	А.черд.			1606	1718										+
2090	АЮБ II			13	17										+
2091	АМГ I			1571	1634										+
2092	АСВР I, АСЭИ I			14	16										+
2093	А.Кадаш.сл., Акты Кадаш.сл., Пол.ман.			1613	1698										+
2094	АИ IV			1645	1676										+
2095	АИ IV			1645	1676										+
2096	АЮ, А.юр.			1425	1705										+
2097	Арз.а.			1578	1618										+
2098	АИ I			1334	1598										+
2099	АСВР III, АСЭИ III			14	16										+
2100	АИ IV			1645	1676										+
2101	АИ 12, ДАИ XII			1684	1699										+
2102	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2103	Ворон.а.			1599	1705										+
2104	Гр.Крут.еп.			1662	1713										+
2105	Ворон.а.			1599	1705										+
2106	АЮБ II			13	17										+
2107	АИ I			1334	1598										+
2108	Ворон.а.			1599	1705										+
2109	АИ I			1334	1598										+
2110	Гр.Дв.I, Грам.Двин.у.(СГКЭ I)			1649	1649										+
2111	АЮБ II			13	17										+
2112	А.закл., Закл.			1602	1643										+
2113	АЮБ II			13	17										+
2114	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2115	АИ 12, ДАИ XII			1684	1699										+
2116	АЮБ III			15	17										+
2117	АМГ I			1571	1634										+
2118	АМГ III			1660	1664										+
2119	Гр.Важ.			1451	1732										+
2120	АЮБ II			13	17										+
2121	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2122	А.закл., Закл.			1602	1643										+
2123	Арз.а.			1578	1618										+
2124	АМГ I			1571	1634										+
2125	АИ IV			1645	1676										+
2126	АМГ I			1571	1634										+
2127	АМГ I			1571	1634										+
2128	АИ II			1598	1613										+
2129	А.закл., Закл.			1602	1643										+
2130	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2131	АЮБ I			13	17										+
2132	АЮ, А.юр.			1425	1705										+
2133	АМГ I			1571	1634										+
2134	Ворон.а.			1599	1705										+
2135	АИ III			1613	1645										+
2136	АИ IV			1645	1676										+
2137	А.Юш.			1257	1613										+
2138	АИ III			1613	1645										+
2139	А.черд.			1606	1718										+
2140	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2141	АМГ I			1571	1634										+
2142	АЮБ II			13	17										+
2143	АИ IV			1645	1676										+
2144	АЮБ II			13	17										+
2145	АИ V			1676	1700										+
2146	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2147	АИ 12, ДАИ XII			1684	1699										+
2148	АХУ I, А.Хол. и Уст.			1500	1699										+
2149	АХУ III, А.Хол. и Уст.			1621	1680										+
2150	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2151	АМГ I			1571	1634										+
2152	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2153	АИ V			1676	1700										+
2154	АИ V			1676	1700										+
2155	АХУ III, А.Хол. и Уст.			1621	1680										+
2156	Гр.Крут.еп.			1662	1713										+
2157	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2158	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2159	АМГ II			1635	1659										+
2160	АИ IV			1645	1676										+
2161	АХУ III, А.Хол. и Уст.			1621	1680										+
2162	А.креп.новг., Нв.кр.			1489	1598										+
2163	Воин.кн.			1610	1610										+
2164	Ант.Вкл., Вкл.Ант.			1576	1694										+
2165	АМГ III			1660	1664										+
2166	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2167	АМГ II			1635	1659										+
2168	АХУ III, А.Хол. и Уст.			1621	1680										+
2169	АХУ III, А.Хол. и Уст.			1621	1680										+
2170	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2171	Гр.Дв.I, Грам.Двин.у.(СГКЭ I)			1649	1649										+
2172	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2173	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2174	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2175	АИ IV			1645	1676										+
2176	Гр.Арханг.еп., Мат.Арханг.еп., Пчнг.ч.			1636	1751										+
2177	Гр.Крут.еп.			1662	1713										+
2178	АМГ I			1571	1634										+
2179	АМГ I			1571	1634										+
2180	АМГ I			1571	1634										+
2181	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2182	А.феод.землевл.I, АФЗХ			16	16										+
2183	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2184	АИ I			1334	1598										+
2185	В.чел.Ник.Пустосв.			1658	1665										+
2186	АХУ III, А.Хол. и Уст.			1621	1680										+
2187	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2188	Б., Бояр.кн.			1556	1556										+
2189	АИ III			1613	1645										+
2190	АХУ III, А.Хол. и Уст.			1621	1680										+
2191	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2192	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2193	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2194	А.гражд.распр.II, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1630	1699										+
2195	А.феод.землевл.I, АФЗХ			16	16										+
2196	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2197	А.Уст.I, Акт.Уст., Уст.			1514	1697										+
2198	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2199	АРГ			1505	1526										+
2200	АИ II			1598	1613										+
2201	Гр.Дв.II			1649	1748										+
2202	АЮБ II			13	17										+
2203	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2204	АЮБ II			13	17										+
2205	АЮ, А.юр.			1425	1705										+
2206	А.гражд.распр.I, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1432	1630										+
2207	Белокур.I			1624	1712										+
2208	Вып.обыск.Ст.			1660	1660										+
2209	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2210	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2211	АЮБ III			15	17										+
2212	АМГ I			1571	1634										+
2213	АЮБ II			13	17										+
2214	А.Моск.печ.дв., Моск.печ.дв.			1649	1649										+
2215	АЮБ I			13	17										+
2216	АИ 12, ДАИ XII			1684	1699										+
2217	Гр.Дв.II			1649	1748										+
2218	Гр.Крут.еп.			1662	1713										+
2219	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2220	А.Уст.II, Акт.Уст., Уст.Вкл., Уст.Разд.			1510	1746										+
2221	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2222	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2223	АИ I			1334	1598										+
2224	АСВР II, АСЭИ II			14	16										+
2225	АИ II			1598	1613										+
2226	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2227	Б., Бояр.кн.			1556	1556										+
2228	А.Кадаш.сл., Акты Кадаш.сл., Пол.ман.			1613	1698										+
2229	Ворон.а.			1599	1705										+
2230	Гр.Дв.I, Грам.Двин.у.(СГКЭ I)			1649	1649										+
2231	А.гражд.распр.II, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1630	1699										+
2232	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2233	АХУ I, А.Хол. и Уст.			1500	1699										+
2234	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2235	Гр.Крут.еп.			1662	1713										+
2236	АЮБ II			13	17										+
2237	Арх.Стр.II			1598	1645										+
2238	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2239	АМГ III			1660	1664										+
2240	А.Моск., Смт.3			1610	1610										+
2241	Б., Бояр.кн.			1556	1556										+
2242	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2243	АМГ III			1660	1664										+
2244	АМГ I			1571	1634										+
2245	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
